province,city,city_code,station,station_code,lon,lat,pm2_5_24h,pubtime
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,147,2020/11/16 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,86,2020/11/17 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,12,2020/11/18 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,13,2020/11/19 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,19,2020/11/20 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,26,2020/11/21 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,27,2020/11/22 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,36,2020/11/23 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,63,2020/11/24 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,83,2020/11/25 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,39,2020/11/26 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,25,2020/11/27 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,19,2020/11/28 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,56,2020/11/29 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,53,2020/11/30 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,36,2020/12/1 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,78,2020/12/2 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,58,2020/12/3 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,78,2020/12/4 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,146,2020/12/5 0:00
